"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1COPW0026","2012-04-10","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","    0",",,N","    0",",,N",,,,,,,,,,
"US1COPW0026","2012-04-11","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","    0",",,N","    0",",,N",,,,,,,,,,
"US1COPW0026","2012-04-12","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","  135",",,N",,,,,,,,,,,,
"US1COPW0026","2012-04-13","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","    0",",,N","    0",",,N",,,,,,,,,,
"US1COPW0026","2012-04-15","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US",,,,,,,"    2",",,N","   20",",,N",,,,
"US1COPW0026","2012-04-16","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","    0",",,N","    0",",,N",,,,,,,,,,
"US1COPW0026","2012-04-17","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","    0",",,N","    0",",,N",,,,,,,,,,
"US1COPW0026","2012-04-18","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","    0",",,N","    0",",,N",,,,,,,,,,
"US1COPW0026","2012-04-19","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","    0",",,N","    0",",,N",,,,,,,,,,
"US1COPW0026","2012-04-20","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","    8",",,N",,,,,,,,,,,,
"US1COPW0026","2012-04-21","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","    0",",,N","    0",",,N",,,,,,,,,,
"US1COPW0026","2012-04-22","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","    0",",,N","    0",",,N",,,,,,,,,,
"US1COPW0026","2012-04-23","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","    0",",,N","    0",",,N",,,,,,,,,,
"US1COPW0026","2012-04-24","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","    0",",,N","    0",",,N",,,,,,,,,,
"US1COPW0026","2012-04-25","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","    0",",,N","    0",",,N",,,,,,,,,,
"US1COPW0026","2012-04-26","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","    0",",,N","    0",",,N",,,,,,,,,,
"US1COPW0026","2012-04-27","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","  137",",,N",,,,,,,,,,,,
"US1COPW0026","2012-04-28","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","    0",",,N","    0",",,N",,,,,,,,,,
"US1COPW0026","2012-04-29","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","    0",",,N","    0",",,N",,,,,,,,,,
"US1COPW0026","2012-04-30","37.729797","-102.426827","1249.1","TWO BUTTES 11.8 N, CO US","   10",",,N",,,,,,,,,,,,
