"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00264473","1972-03-22","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  289",",,0","  150",",,0",,,,,"  244",",,0,1700"
"USC00264473","1972-03-23","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  250",",,0","   33",",,0",,,,,"  211",",,0,1700"
"USC00264473","1972-03-24","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  261",",,0","  -22",",,0",,,,,"  244",",,0,1700"
"USC00264473","1972-03-25","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  283",",,0","   44",",,0",,,,,"  267",",,0,1700"
"USC00264473","1972-03-26","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  267",",,0","   83",",,0",,,,,"  189",",,0,1700"
"USC00264473","1972-03-27","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  222",",,0","    0",",,0",,,,,"  122",",,0,1700"
"USC00264473","1972-03-28","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  239",",,0","  -72",",,0",,,,,"  167",",,0,1700"
"USC00264473","1972-03-29","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  194",",,0","  -33",",,0",,,,,"  167",",,0,1700"
"USC00264473","1972-03-30","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  278",",,0","  -22",",,0",,,,,"  256",",,0,1700"
"USC00264473","1972-03-31","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  250",",,0","  -33",",,0",,,,,"  228",",,0,1700"
"USC00264473","1972-04-01","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  278",",,0","   61",",,0",,,,,"  244",",,0,1700"
"USC00264473","1972-04-02","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  283",",,0","   78",",,0",,,,,"  228",",,0,1700"
"USC00264473","1972-04-03","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  283",",,0","   39",",,0",,,,,"  267",",,0,1700"
"USC00264473","1972-04-04","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  283",",,0","   56",",,0",,,,,"  250",",,0,1700"
"USC00264473","1972-04-05","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  267",",,0","  122",",,0",,,,,"  233",",,0,1700"
"USC00264473","1972-04-06","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  256",",,0","  128",",,0",,,,,"  244",",,0,1700"
"USC00264473","1972-04-07","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  278",",,0","   56",",,0",,,,,"  261",",,0,1700"
"USC00264473","1972-04-08","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  278",",,0","   67",",,0",,,,,"  256",",,0,1700"
"USC00264473","1972-04-09","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  278",",,0","  122",",,0",,,,,"  189",",,0,1700"
"USC00264473","1972-04-10","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  272",",,0","   50",",,0",,,,,"  200",",,0,1700"
"USC00264473","1972-04-11","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0","T,,0,1700","    0",",,0","    0",",,0","  211",",,0","  144",",,0",,,,,"  178",",,0,1700"
"USC00264473","1972-04-12","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  211",",,0","   33",",,0",,,,,"  200",",,0,1700"
"USC00264473","1972-04-13","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0","T,,0,1700","    0",",,0","    0",",,0","  206",",,0","   56",",,0",,,,,"  128",",,0,1700"
"USC00264473","1972-04-14","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  233",",,0","   28",",,0",,,,,"  222",",,0,1700"
"USC00264473","1972-04-15","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  278",",,0","   56",",,0",,,,,"  244",",,0,1700"
"USC00264473","1972-04-16","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  267",",,0","  100",",,0",,,,,"  256",",,0,1700"
"USC00264473","1972-04-17","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  267",",,0","   56",",,0",,,,,"  233",",,0,1700"
"USC00264473","1972-04-18","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","   36",",,0,1700","    0",",,0","    0",",,0","  239",",,0","   61",",,0",,,,,"  150",",,0,1700"
"USC00264473","1972-04-19","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0","T,,0,1700","    0",",,0","    0",",,0","  189",",,0","   50",",,0",,,,,"  161",",,0,1700"
"USC00264473","1972-04-20","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  228",",,0","   39",",,0",,,,,"  222",",,0,1700"
"USC00264473","1972-04-21","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  272",",,0","   -6",",,0",,,,,"  256",",,0,1700"
"USC00264473","1972-04-22","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  322",",,0","   33",",,0",,,,,"  283",",,0,1700"
"USC00264473","1972-04-23","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  289",",,0","   61",",,0",,,,,"  283",",,0,1700"
"USC00264473","1972-04-24","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  294",",,0","   56",",,0",,,,,"  239",",,0,1700"
"USC00264473","1972-04-25","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  261",",,0","   94",",,0",,,,,"  250",",,0,1700"
"USC00264473","1972-04-26","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  256",",,0","   61",",,0",,,,,"  244",",,0,1700"
"USC00264473","1972-04-27","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  289",",,0","   61",",,0",,,,,"  272",",,0,1700"
"USC00264473","1972-04-28","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  317",",,0","   44",",,0",,,,,"  300",",,0,1700"
"USC00264473","1972-04-29","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  322",",,0","  111",",,0",,,,,"  267",",,0,1700"
"USC00264473","1972-04-30","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  294",",,0","   78",",,0",,,,,"  256",",,0,1700"
"USC00264473","1972-05-01","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  317",",,0","   28",",,0",,,,,"  300",",,0,1700"
"USC00264473","1972-05-02","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  328",",,0","   72",",,0",,,,,"  317",",,0,1700"
"USC00264473","1972-05-03","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  339",",,0","   67",",,0",,,,,"  317",",,0,1700"
"USC00264473","1972-05-04","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  317",",,0","   67",",,0",,,,,"  272",",,0,1700"
"USC00264473","1972-05-05","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  311",",,0","  139",",,0",,,,,"  289",",,0,1700"
"USC00264473","1972-05-06","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  289",",,0","  144",",,0",,,,,"  267",",,0,1700"
"USC00264473","1972-05-07","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  261",",,0","   78",",,0",,,,,"  256",",,0,1700"
"USC00264473","1972-05-08","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  300",",,0","  117",",,0",,,,,"  250",",,0,1700"
"USC00264473","1972-05-09","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  267",",,0","   61",",,0",,,,,"  256",",,0,1700"
"USC00264473","1972-05-10","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  333",",,0","   61",",,0",,,,,"  289",",,0,1700"
"USC00264473","1972-05-11","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  306",",,0","   78",",,0",,,,,"  300",",,0,1700"
"USC00264473","1972-05-12","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  328",",,0","   72",",,0",,,,,"  322",",,0,1700"
"USC00264473","1972-05-13","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  350",",,0","  150",",,0",,,,,"  339",",,0,1700"
"USC00264473","1972-05-14","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  367",",,0","  122",",,0",,,,,"  350",",,0,1700"
"USC00264473","1972-05-15","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  350",",,0","   17",",,0",,,,,"  333",",,0,1700"
"USC00264473","1972-05-16","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  344",",,0","  117",",,0",,,,,"  317",",,0,1700"
"USC00264473","1972-05-17","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  317",",,0","  167",",,0",,,,,"  289",",,0,1700"
"USC00264473","1972-05-18","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  289",",,0","  106",",,0",,,,,"  239",",,0,1700"
"USC00264473","1972-05-19","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  261",",,0","  111",",,0",,,,,"  200",",,0,1700"
"USC00264473","1972-05-20","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  200",",,0","   89",",,0",,,,,"  167",",,0,1700"
"USC00264473","1972-05-21","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  244",",,0","   39",",,0",,,,,"  222",",,0,1700"
"USC00264473","1972-05-22","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  283",",,0","   44",",,0",,,,,"  267",",,0,1700"
"USC00264473","1972-05-23","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  328",",,0","   61",",,0",,,,,"  294",",,0,1700"
"USC00264473","1972-05-24","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  306",",,0","  117",",,0",,,,,"  294",",,0,1700"
"USC00264473","1972-05-25","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  322",",,0","  106",",,0",,,,,"  311",",,0,1700"
"USC00264473","1972-05-26","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  344",",,0","   83",",,0",,,,,"  333",",,0,1700"
"USC00264473","1972-05-27","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  344",",,0","  111",",,0",,,,,"  333",",,0,1700"
"USC00264473","1972-05-28","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  344",",,0","  128",",,0",,,,,"  333",",,0,1700"
"USC00264473","1972-05-29","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  383",",,0","  100",",,0",,,,,"  361",",,0,1700"
"USC00264473","1972-05-30","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  378",",,0","  194",",,0",,,,,"  350",",,0,1700"
"USC00264473","1972-05-31","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  356",",,0","  211",",,0",,,,,"  339",",,0,1700"
"USC00264473","1972-06-01","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  361",",,0","  194",",,0",,,,,"  306",",,0,1700"
"USC00264473","1972-06-02","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  350",",,0","  183",",,0",,,,,"  322",",,0,1700"
"USC00264473","1972-06-03","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  367",",,0","  167",",,0",,,,,"  333",",,0,1700"
"USC00264473","1972-06-04","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  361",",,0","  178",",,0",,,,,"  344",",,0,1700"
"USC00264473","1972-06-05","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  361",",,0","  161",",,0",,,,,"  306",",,0,1700"
"USC00264473","1972-06-06","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  350",",,0","  200",",,0",,,,,"  289",",,0,1700"
"USC00264473","1972-06-07","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","   13",",,0,1700","    0",",,0","    0",",,0","  361",",,0","  161",",,0",,,,,"  294",",,0,1700"
"USC00264473","1972-06-08","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","   33",",,0,1700","    0",",,0","    0",",,0","  289",",,0","  161",",,0",,,,,"  256",",,0,1700"
"USC00264473","1972-06-09","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  289",",,0","  156",",,0",,,,,"  289",",I,0,1700"
"USC00264473","1972-06-10","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  278",",I,0","  156",",,0",,,,,"  272",",,0,1700"
"USC00264473","1972-06-11","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  333",",,0","  106",",,0",,,,,"  311",",,0,1700"
"USC00264473","1972-06-12","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  356",",,0","  106",",,0",,,,,"  339",",,0,1700"
"USC00264473","1972-06-13","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  350",",,0","  150",",,0",,,,,"  328",",,0,1700"
"USC00264473","1972-06-14","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  350",",,0","  150",",,0",,,,,"  339",",,0,1700"
"USC00264473","1972-06-15","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  356",",,0","  161",",,0",,,,,"  344",",,0,1700"
"USC00264473","1972-06-16","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  361",",,0","  178",",,0",,,,,"  356",",,0,1700"
"USC00264473","1972-06-17","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  361",",,0","  189",",,0",,,,,"  356",",,0,1700"
"USC00264473","1972-06-18","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  367",",,0","  183",",,0",,,,,"  361",",,0,1700"
"USC00264473","1972-06-19","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  378",",,0","  144",",,0",,,,,"  367",",,0,1700"
"USC00264473","1972-06-20","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  367",",,0","  167",",,0",,,,,"  350",",,0,1700"
"USC00264473","1972-06-21","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","   10",",,0,1700","    0",",,0","    0",",,0","  361",",,0","  200",",,0",,,,,"  350",",,0,1700"
"USC00264473","1972-06-22","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","   10",",,0,1700","    0",",,0","    0",",,0","  361",",,0","  206",",,0",,,,,"  317",",,0,1700"
"USC00264473","1972-06-23","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  367",",,0","  161",",,0",,,,,"  294",",,0,1700"
"USC00264473","1972-06-24","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  294",",,0","  150",",,0",,,,,"  283",",,0,1700"
"USC00264473","1972-06-25","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  294",",,0","  150",",,0",,,,,"  294",",,0,1700"
"USC00264473","1972-06-26","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  333",",,0","   72",",,0",,,,,"  328",",,0,1700"
"USC00264473","1972-06-27","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  367",",,0","  117",",,0",,,,,"  361",",,0,1700"
"USC00264473","1972-06-28","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  400",",,0","  128",",,0",,,,,"  383",",,0,1700"
"USC00264473","1972-06-29","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  433",",,0","  150",",,0",,,,,"  417",",,0,1700"
"USC00264473","1972-06-30","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  433",",,0","  156",",,0",,,,,"  422",",I,0,1700"
"USC00264473","1972-07-01","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  411",",I,0","  228",",,0",,,,,"  406",",,0,1700"
"USC00264473","1972-07-02","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  406",",,0","  211",",,0",,,,,"  389",",,0,1700"
"USC00264473","1972-07-03","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  389",",,0","  211",",,0",,,,,"  378",",,0,1700"
"USC00264473","1972-07-04","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  433",",,0","  189",",,0",,,,,"  383",",,0,1700"
"USC00264473","1972-07-05","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  406",",,0","  272",",,0",,,,,"  389",",,0,1700"
"USC00264473","1972-07-06","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  406",",,0","  244",",,0",,,,,"  383",",,0,1700"
"USC00264473","1972-07-07","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  389",",,0","  150",",,0",,,,,"  378",",,0,1700"
"USC00264473","1972-07-08","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  378",",,0","  222",",,0",,,,,"  367",",,0,1700"
"USC00264473","1972-07-09","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  389",",,0","  267",",,0",,,,,"  367",",,0,1700"
"USC00264473","1972-07-10","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  383",",,0","  206",",,0",,,,,"  361",",,0,1700"
"USC00264473","1972-07-11","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  383",",,0","  200",",,0",,,,,"  372",",,0,1700"
"USC00264473","1972-07-12","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  417",",,0","  144",",,0",,,,,"  400",",,0,1700"
"USC00264473","1972-07-13","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  433",",,0","  150",",,0",,,,,"  428",",,0,1700"
"USC00264473","1972-07-14","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  467",",,0","  200",",,0",,,,,"  450",",,0,1700"
"USC00264473","1972-07-15","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  478",",,0","  239",",,0",,,,,"  467",",,0,1700"
"USC00264473","1972-07-16","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  467",",,0","  289",",,0",,,,,"  367",",,0,1700"
"USC00264473","1972-07-17","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  461",",,0","  228",",,0",,,,,"  383",",,0,1700"
"USC00264473","1972-07-18","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  389",",,0","  239",",,0",,,,,"  367",",,0,1700"
"USC00264473","1972-07-19","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  383",",,0","  228",",,0",,,,,"  350",",,0,1700"
"USC00264473","1972-07-20","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  383",",,0","  194",",,0",,,,,"  328",",,0,1700"
"USC00264473","1972-07-21","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  333",",,0","  139",",,0",,,,,"  317",",,0,1700"
"USC00264473","1972-07-22","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  367",",,0","  122",",,0",,,,,"  356",",,0,1700"
"USC00264473","1972-07-23","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  383",",,0","  144",",,0",,,,,"  367",",,0,1700"
"USC00264473","1972-07-24","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  378",",,0","  100",",,0",,,,,"  367",",,0,1700"
"USC00264473","1972-07-25","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  378",",,0","  211",",,0",,,,,"  361",",,0,1700"
"USC00264473","1972-07-26","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  378",",,0","  217",",,0",,,,,"  367",",,0,1700"
"USC00264473","1972-07-27","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  378",",,0","  183",",,0",,,,,"  361",",,0,1700"
"USC00264473","1972-07-28","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  417",",,0","  122",",,0",,,,,"  406",",,0,1700"
"USC00264473","1972-07-29","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  411",",,0","  167",",,0",,,,,"  378",",,0,1700"
"USC00264473","1972-07-30","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  389",",,0","  189",",,0",,,,,"  372",",,0,1700"
"USC00264473","1972-07-31","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  422",",,0","  172",",,0",,,,,"  383",",,0,1700"
"USC00264473","1972-08-01","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  411",",,0","  206",",,0",,,,,"  394",",,0,1700"
"USC00264473","1972-08-02","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  406",",,0","  194",",,0",,,,,"  372",",,0,1700"
"USC00264473","1972-08-03","36.41667","-116.35","665.1","LATHROP WELLS 16 SSE, NV US","    0",",,0,1700","    0",",,0","    0",",,0","  378",",,0","  178",",,0",,,,,"  367",",,0,1700"
